Season,TeamName,MatchCount,Score,WinCount,DrawCount,LoseCount,GoalsScore,GoalsLose
 1961,Wisła Kraków,26,32,12.0,8.0,6.0,42 , 35
 1961,Ruch Chorzów,26,31,12.0,7.0,7.0,48 , 42
 1961,Odra Opole,26,28,9.0,10.0,7.0,51 , 35
 1961,Stal Sosnowiec,26,24,6.0,12.0,8.0,35 , 38
 1961,Lechia Gdańsk,26,24,9.0,6.0,11.0,27 , 35
 1961,ŁKS Łódź,26,22,8.0,6.0,12.0,32 , 39
 1961,Lech Poznań,26,22,8.0,6.0,12.0,27 , 40
 1961,Cracovia,26,21,9.0,3.0,14.0,41 , 44
 1961,Stal Mielec,26,21,8.0,5.0,13.0,34 , 45
 1961,Polonia Bydgoszcz,26,19,8.0,3.0,15.0,36 , 69
 1961,Zawisza Bydgoszcz,26,10,3.0,4.0,19.0,18 , 64
 1999-00,Polonia Warszawa,30,65,20.0,5.0,5.0,57 , 25
 1999-00,Wisła Kraków,30,56,16.0,8.0,6.0,64 , 38
 1999-00,Ruch Chorzów,30,55,15.0,10.0,5.0,53 , 32
 1999-00,Legia Warszawa,30,52,14.0,10.0,6.0,53 , 34
 1999-00,Zagłębie Lubin,30,45,12.0,9.0,9.0,42 , 37
 1999-00,Amica Wronki,30,44,11.0,11.0,8.0,43 , 37
 1999-00,Widzew Łódź,30,40,11.0,7.0,12.0,48 , 54
 1999-00,Stomil Olsztyn,30,37,8.0,13.0,9.0,33 , 43
 1999-00,Odra Wodzisław Śl.,30,37,10.0,7.0,13.0,34 , 38
 1999-00,Ruch Radzionków,30,37,11.0,4.0,15.0,38 , 49
 1999-00,Dyskobolia Grodzisk W.,30,36,11.0,3.0,16.0,29 , 46
 1999-00,Petro Płock,30,34,9.0,7.0,14.0,35 , 49
 1999-00,Pogoń Szczecin,30,34,8.0,10.0,12.0,42 , 53
 1999-00,Górnik Zabrze,30,32,8.0,8.0,14.0,42 , 41
 1999-00,ŁKS Łódź,30,28,7.0,7.0,16.0,28 , 42
 1999-00,Lech Poznań,30,25,6.0,7.0,17.0,34 , 57
 1972-73,Stal Mielec,26,36,13.0,10.0,3.0,47 , 21
 1972-73,Ruch Chorzów,26,33,13.0,7.0,6.0,29 , 16
 1972-73,Gwardia Warszawa,26,30,8.0,14.0,4.0,31 , 22
 1972-73,Górnik Zabrze,26,30,10.0,10.0,6.0,23 , 15
 1972-73,Wisła Kraków,26,30,13.0,4.0,9.0,31 , 28
 1972-73,ŁKS Łódź,26,29,9.0,11.0,6.0,26 , 26
 1972-73,ROW Rybnik,26,26,8.0,10.0,8.0,20 , 21
 1972-73,Legia Warszawa,26,23,6.0,11.0,9.0,29 , 28
 1972-73,Pogoń Szczecin,26,23,8.0,7.0,11.0,28 , 30
 1972-73,Zagłębie Sosnowiec,26,22,8.0,6.0,12.0,30 , 31
 1972-73,Zagłębie Wałbrzych,26,22,8.0,6.0,12.0,22 , 31
 1972-73,Lech Poznań,26,22,6.0,10.0,10.0,16 , 26
 1972-73,Polonia Bytom,26,20,7.0,6.0,13.0,20 , 42
 1972-73,Odra Opole,26,18,3.0,12.0,11.0,21 , 36
 1937,Cracovia,18,26,10.0,6.0,2.0,43 , 16
 1937,AKS Chorzów,18,24,10.0,4.0,4.0,37 , 22
 1937,Ruch Wielkie Hajduki,18,23,9.0,5.0,4.0,46 , 29
 1937,Warta Poznań,18,20,8.0,4.0,6.0,40 , 36
 1937,Wisła Kraków,18,19,8.0,3.0,7.0,36 , 23
 1937,Pogoń Lwów,18,19,8.0,3.0,7.0,25 , 23
 1937,Warszawianka,18,18,8.0,2.0,8.0,34 , 44
 1937,ŁKS Łódź,18,16,7.0,2.0,9.0,36 , 39
 1937,Garbarnia Kraków,18,15,5.0,5.0,8.0,28 , 39
 1937,Dąb Katowice,18,0,0.0,0.0,18.0,0 , 54
 2003-04,Wisła Kraków,26,65,21.0,2.0,3.0,73 , 30
 2003-04,Legia Warszawa,26,60,18.0,6.0,2.0,56 , 19
 2003-04,Amica Wronki,26,48,14.0,6.0,6.0,47 , 25
 2003-04,Dyskobolia Grodzisk W.,26,46,13.0,7.0,6.0,59 , 31
 2003-04,Wisła Płock,26,38,10.0,8.0,8.0,41 , 39
 2003-04,Lech Poznań,26,37,10.0,7.0,9.0,43 , 34
 2003-04,Górnik Zabrze,26,33,8.0,9.0,9.0,26 , 33
 2003-04,Górnik Łęczna,26,33,10.0,3.0,13.0,22 , 38
 2003-04,Odra Wodzisław Śl.,26,28,8.0,4.0,14.0,27 , 40
 2003-04,GKS Katowice,26,26,6.0,8.0,12.0,20 , 42
 2003-04,Polonia Warszawa,26,25,6.0,7.0,13.0,25 , 40
 2003-04,Górnik Polkowice,26,23,6.0,5.0,15.0,17 , 37
 2003-04,Świt Nowy Dwór Maz.,26,22,5.0,7.0,14.0,21 , 42
 2003-04,Widzew Łódź,26,19,4.0,7.0,15.0,25 , 52
 1938,Ruch Wielkie Hajduki,18,27,13.0,1.0,4.0,57 , 35
 1938,Warta Poznań,18,21,9.0,3.0,6.0,58 , 38
 1938,Wisła Kraków,18,20,8.0,4.0,6.0,41 , 36
 1938,Polonia Warszawa,18,19,9.0,1.0,8.0,40 , 38
 1938,Pogoń Lwów,18,19,9.0,1.0,8.0,23 , 26
 1938,AKS Chorzów,18,18,8.0,2.0,8.0,42 , 30
 1938,Cracovia,18,18,8.0,2.0,8.0,37 , 42
 1938,Warszawianka,18,15,7.0,1.0,10.0,34 , 46
 1938,ŁKS Łódź,18,12,4.0,4.0,10.0,25 , 45
 1938,Śmigły Wilno,18,11,5.0,1.0,12.0,29 , 50
 1932,Cracovia,22,29,12.0,5.0,5.0,55 , 30
 1932,Pogoń Lwów,22,28,13.0,2.0,7.0,32 , 24
 1932,Warta Poznań,22,27,13.0,1.0,8.0,55 , 37
 1932,ŁKS Łódź,22,26,11.0,4.0,7.0,50 , 32
 1932,Legia Warszawa,22,23,10.0,3.0,9.0,37 , 25
 1932,Wisła Kraków,22,22,9.0,4.0,9.0,37 , 42
 1932,Ruch Wielkie Hajduki,22,20,8.0,4.0,10.0,33 , 35
 1932,Warszawianka,22,20,8.0,4.0,10.0,27 , 47
 1932,22 p.p. Strzelec Siedlce,22,19,7.0,5.0,10.0,36 , 47
 1932,Garbarnia Kraków,22,18,7.0,4.0,11.0,39 , 43
 1932,Czarni Lwów,22,16,6.0,4.0,12.0,24 , 39
 1932,Polonia Warszawa,22,16,6.0,4.0,12.0,27 , 51
 1992-93,Lech Poznań,34,47,17.0,13.0,4.0,70 , 29
 1992-93,Legia Warszawa,33,47,20.0,7.0,6.0,50 , 26
 1992-93,ŁKS Łódź,33,47,18.0,11.0,4.0,53 , 32
 1992-93,Ruch Chorzów,34,44,19.0,6.0,9.0,52 , 27
 1992-93,Widzew Łódź,34,43,16.0,11.0,7.0,60 , 42
 1992-93,Stal Mielec,34,39,12.0,15.0,7.0,41 , 28
 1992-93,Pogoń Szczecin,34,39,15.0,9.0,10.0,35 , 33
 1992-93,GKS Katowice,34,37,13.0,11.0,10.0,52 , 36
 1992-93,Górnik Zabrze,34,35,11.0,13.0,10.0,43 , 40
 1992-93,Wisła Kraków,33,34,12.0,10.0,11.0,49 , 37
 1992-93,Siarka Tarnobrzeg,34,31,11.0,9.0,14.0,39 , 42
 1992-93,Zagłębie Lubin,34,30,10.0,10.0,14.0,48 , 41
 1992-93,Zawisza Bydgoszcz,34,30,12.0,6.0,16.0,41 , 60
 1992-93,Hutnik Kraków,34,29,8.0,13.0,13.0,40 , 46
 1992-93,Szombierki Bytom,34,23,8.0,7.0,19.0,31 , 59
 1992-93,Śląsk Wrocław,34,23,9.0,5.0,20.0,33 , 74
 1992-93,Olimpia Poznań,33,21,7.0,7.0,19.0,27 , 49
 1992-93,Jagiellonia Białystok,34,9,2.0,5.0,27.0,28 , 91
 1976-77,Śląsk Wrocław,30,41,17.0,7.0,6.0,38 , 32
 1976-77,Widzew Łódź,30,38,14.0,10.0,6.0,46 , 31
 1976-77,Górnik Zabrze,30,37,15.0,7.0,8.0,41 , 32
 1976-77,Stal Mielec,30,36,14.0,8.0,8.0,42 , 30
 1976-77,Zagłębie Sosnowiec,30,35,12.0,11.0,7.0,40 , 28
 1976-77,Pogoń Szczecin,30,35,14.0,7.0,9.0,38 , 44
 1976-77,ŁKS Łódź,30,33,12.0,9.0,9.0,35 , 29
 1976-77,Legia Warszawa,30,30,12.0,6.0,12.0,40 , 38
 1976-77,Szombierki Bytom,30,27,11.0,5.0,14.0,34 , 35
 1976-77,Wisła Kraków,30,27,9.0,9.0,12.0,32 , 33
 1976-77,Arka Gdynia,30,27,10.0,7.0,13.0,27 , 32
 1976-77,Odra Opole,30,26,8.0,10.0,12.0,36 , 39
 1976-77,Ruch Chorzów,30,26,8.0,10.0,12.0,30 , 40
 1976-77,Lech Poznań,30,23,9.0,5.0,16.0,37 , 48
 1976-77,GKS Tychy,30,21,5.0,11.0,14.0,33 , 41
 1976-77,ROW Rybnik,30,18,5.0,8.0,17.0,29 , 46
 1965-66,Górnik Zabrze,26,42,19.0,4.0,3.0,62 , 24
 1965-66,Wisła Kraków,26,32,10.0,12.0,4.0,29 , 22
 1965-66,Polonia Bytom,26,31,12.0,7.0,7.0,37 , 28
 1965-66,Szombierki Bytom,26,31,13.0,5.0,8.0,43 , 35
 1965-66,Zagłębie Sosnowiec,26,29,12.0,5.0,9.0,59 , 39
 1965-66,Legia Warszawa,26,26,9.0,8.0,9.0,30 , 28
 1965-66,Stal Rzeszów,26,26,8.0,10.0,8.0,29 , 30
 1965-66,Śląsk Wrocław,26,25,9.0,7.0,10.0,26 , 35
 1965-66,Zawisza Bydgoszcz,26,24,10.0,4.0,12.0,30 , 35
 1965-66,GKS Katowice,26,22,7.0,8.0,11.0,24 , 37
 1965-66,Ruch Chorzów,26,21,8.0,5.0,13.0,41 , 44
 1965-66,ŁKS Łódź,26,21,7.0,7.0,12.0,33 , 41
 1965-66,Odra Opole,26,20,7.0,6.0,13.0,26 , 40
 1965-66,Gwardia Warszawa,26,14,5.0,4.0,17.0,20 , 51
 1964-65,Górnik Zabrze,26,37,15.0,7.0,4.0,61 , 35
 1964-65,Szombierki Bytom,26,32,14.0,4.0,8.0,53 , 44
 1964-65,Zagłębie Sosnowiec,26,31,14.0,3.0,9.0,57 , 36
 1964-65,Legia Warszawa,26,30,12.0,6.0,8.0,56 , 31
 1964-65,Polonia Bytom,26,26,11.0,4.0,11.0,48 , 38
 1964-65,Gwardia Warszawa,26,26,9.0,8.0,9.0,31 , 30
 1964-65,Ruch Chorzów,26,26,9.0,8.0,9.0,41 , 41
 1964-65,Zawisza Bydgoszcz,26,24,9.0,6.0,11.0,34 , 41
 1964-65,ŁKS Łódź,26,24,8.0,8.0,10.0,25 , 32
 1964-65,Odra Opole,26,24,8.0,8.0,10.0,26 , 35
 1964-65,Śląsk Wrocław,26,24,9.0,6.0,11.0,35 , 46
 1964-65,Stal Rzeszów,26,23,5.0,13.0,8.0,30 , 35
 1964-65,Pogoń Szczecin,26,23,9.0,5.0,12.0,31 , 41
 1964-65,Unia Racibórz,26,14,6.0,2.0,18.0,32 , 75
 1946,Polonia Warszawa,6,9,4.0,1.0,1.0,18 , 12
 1946,Warta Poznań,6,6,2.0,2.0,2.0,16 , 17
 1946,AKS Chorzów,6,5,2.0,1.0,3.0,17 , 11
 1946,ŁKS Łódź,6,4,2.0,0.0,4.0,16 , 27
 1981-82,Widzew Łódź,30,39,14.0,11.0,5.0,45 , 31
 1981-82,Śląsk Wrocław,30,39,16.0,7.0,7.0,40 , 22
 1981-82,Stal Mielec,30,35,11.0,13.0,6.0,33 , 26
 1981-82,Legia Warszawa,30,35,11.0,13.0,6.0,39 , 29
 1981-82,Górnik Zabrze,30,33,13.0,7.0,10.0,35 , 27
 1981-82,Pogoń Szczecin,30,33,13.0,7.0,10.0,44 , 43
 1981-82,Gwardia Warszawa,30,32,12.0,8.0,10.0,36 , 34
 1981-82,Wisła Kraków,30,29,9.0,11.0,10.0,41 , 32
 1981-82,Zagłębie Sosnowiec,30,29,8.0,13.0,9.0,24 , 30
 1981-82,Szombierki Bytom,30,28,10.0,8.0,12.0,38 , 30
 1981-82,Lech Poznań,30,28,11.0,6.0,13.0,25 , 25
 1981-82,ŁKS Łódź,30,28,12.0,4.0,14.0,30 , 39
 1981-82,Bałtyk Gdynia,30,26,9.0,8.0,13.0,24 , 36
 1981-82,Ruch Chorzów,30,25,9.0,7.0,14.0,29 , 35
 1981-82,Arka Gdynia,30,22,7.0,8.0,15.0,16 , 37
 1981-82,Motor Lublin,30,19,6.0,7.0,17.0,34 , 57
 1994-95,Legia Warszawa,34,51,23.0,5.0,6.0,58 , 20
 1994-95,Widzew Łódź,34,45,17.0,11.0,6.0,48 , 25
 1994-95,GKS Katowice,34,42,16.0,10.0,8.0,45 , 27
 1994-95,Zagłębie Lubin,34,42,16.0,10.0,8.0,48 , 41
 1994-95,Górnik Zabrze,34,37,12.0,13.0,9.0,48 , 40
 1994-95,Lech Poznań,34,34,13.0,8.0,13.0,47 , 40
 1994-95,ŁKS Łódź,34,34,10.0,14.0,10.0,39 , 41
 1994-95,Pogoń Szczecin,34,33,10.0,13.0,11.0,33 , 34
 1994-95,Hutnik Kraków,34,32,9.0,14.0,11.0,37 , 39
 1994-95,Sokół Pniewy,34,32,9.0,14.0,11.0,33 , 43
 1994-95,Stal Mielec,34,31,8.0,15.0,11.0,44 , 50
 1994-95,Olimpia Poznań,34,31,9.0,13.0,12.0,46 , 41
 1994-95,Raków Częstochowa,34,31,9.0,13.0,12.0,31 , 43
 1994-95,Stomil Olsztyn,34,30,7.0,16.0,11.0,35 , 40
 1994-95,Petrochemia Płock,34,30,8.0,14.0,12.0,35 , 43
 1994-95,Stal Stalowa Wola,34,29,10.0,9.0,15.0,34 , 47
 1994-95,Ruch Chorzów,34,29,7.0,15.0,12.0,39 , 46
 1994-95,Warta Poznań,34,19,7.0,5.0,22.0,35 , 75
 1980-81,Widzew Łódź,30,39,14.0,11.0,5.0,39 , 25
 1980-81,Wisła Kraków,30,37,15.0,7.0,8.0,51 , 30
 1980-81,Szombierki Bytom,30,36,15.0,6.0,9.0,51 , 33
 1980-81,Śląsk Wrocław,30,36,13.0,10.0,7.0,32 , 28
 1980-81,Legia Warszawa,30,36,12.0,12.0,6.0,48 , 29
 1980-81,Bałtyk Gdynia,30,36,14.0,8.0,8.0,30 , 27
 1980-81,Ruch Chorzów,30,30,11.0,8.0,11.0,36 , 39
 1980-81,Lech Poznań,30,29,11.0,7.0,12.0,28 , 29
 1980-81,Stal Mielec,30,28,12.0,4.0,14.0,41 , 44
 1980-81,Motor Lublin,30,28,10.0,8.0,12.0,36 , 45
 1980-81,Arka Gdynia,30,28,9.0,10.0,11.0,40 , 42
 1980-81,Górnik Zabrze,30,27,9.0,9.0,12.0,20 , 27
 1980-81,ŁKS Łódź,30,25,8.0,9.0,13.0,24 , 38
 1980-81,Zagłębie Sosnowiec,30,24,7.0,10.0,13.0,22 , 27
 1980-81,Zawisza Bydgoszcz,30,23,9.0,5.0,16.0,25 , 43
 1980-81,Odra Opole,30,18,6.0,6.0,18.0,26 , 43
 1962,Górnik Zabrze,12,18,8.0,2.0,2.0,37 , 14
 1962,Zagłębie Sosnowiec,12,15,7.0,1.0,4.0,22 , 15
 1962,Legia Warszawa,12,14,5.0,4.0,3.0,15 , 13
 1962,Ruch Chorzów,12,13,5.0,3.0,4.0,21 , 19
 1962,ŁKS Łódź,12,9,3.0,3.0,6.0,14 , 23
 1962,Gwardia Warszawa,12,8,2.0,4.0,6.0,12 , 20
 1962,Cracovia,12,7,2.0,3.0,7.0,11 , 28
 1936,Ruch Wielkie Hajduki,18,24,11.0,2.0,5.0,50 , 33
 1936,Wisła Kraków,18,22,10.0,2.0,6.0,30 , 24
 1936,Warta Poznań,18,21,10.0,1.0,7.0,43 , 31
 1936,Garbarnia Kraków,18,21,9.0,3.0,6.0,32 , 27
 1936,Warszawianka,18,21,9.0,3.0,6.0,30 , 27
 1936,Pogoń Lwów,18,19,9.0,1.0,8.0,36 , 29
 1936,ŁKS Łódź,18,19,8.0,3.0,7.0,37 , 32
 1936,Dąb Katowice,18,14,7.0,0.0,11.0,29 , 43
 1936,Śląsk Świętochłowice,18,11,4.0,3.0,11.0,21 , 40
 1936,Legia Warszawa,18,8,3.0,2.0,13.0,24 , 46
 1971-72,Górnik Zabrze,26,37,14.0,9.0,3.0,45 , 23
 1971-72,Zagłębie Sosnowiec,26,33,13.0,7.0,6.0,31 , 26
 1971-72,Legia Warszawa,26,32,12.0,8.0,6.0,36 , 20
 1971-72,Ruch Chorzów,26,30,13.0,4.0,9.0,46 , 33
 1971-72,Stal Mielec,26,30,12.0,6.0,8.0,29 , 19
 1971-72,Gwardia Warszawa,26,28,11.0,6.0,9.0,28 , 21
 1971-72,Odra Opole,26,27,9.0,9.0,8.0,25 , 27
 1971-72,Zagłębie Wałbrzych,26,26,9.0,8.0,9.0,22 , 21
 1971-72,Wisła Kraków,26,25,7.0,11.0,8.0,29 , 34
 1971-72,Polonia Bytom,26,21,5.0,11.0,10.0,19 , 31
 1971-72,Pogoń Szczecin,26,20,8.0,4.0,14.0,24 , 37
 1971-72,ŁKS Łódź,26,19,3.0,13.0,10.0,24 , 39
 1971-72,Stal Rzeszów,26,18,4.0,10.0,12.0,20 , 32
 1971-72,Szombierki Bytom,26,18,6.0,6.0,14.0,24 , 39
 2018-19,Raków Częstochowa,2,4,1.0,1.0,,4 , 1
 2018-19,Bytovia Bytów,2,4,1.0,1.0,,4 , 3
 2018-19,Odra Opole,2,4,1.0,1.0,,3 , 2
 2018-19,ŁKS Łódź,2,4,1.0,1.0,,2 , 1
 2018-19,Wigry Suwałki,2,4,1.0,1.0,,2 , 1
 2018-19,Stal Mielec,2,3,1.0,,1.0,2 , 1
 2018-19,Warta Poznań,1,3,1.0,,,1 , 0
 2018-19,Termalica Bruk-Bet Nieciecza,2,3,1.0,,1.0,3 , 3
 2018-19,Podbeskidzie Bielsko-Biała,2,3,1.0,,1.0,2 , 2
 2018-19,Chrobry Głogów,2,3,1.0,,1.0,1 , 1
 2018-19,Puszcza Niepołomice,2,3,1.0,,1.0,1 , 3
 2018-19,Sandecja Nowy Sącz,2,2,,2.0,,4 , 4
 2018-19,Chojniczanka Chojnice,2,2,,2.0,,3 , 3
 2018-19,Stomil Olsztyn,1,1,,1.0,,2 , 2
 2018-19,GKS Jastrzębie,2,1,,1.0,1.0,2 , 3
 2018-19,GKS Katowice,2,1,,1.0,1.0,1 , 2
 2018-19,GKS Tychy,2,0,,,2.0,1 , 3
 2018-19,Garbarnia Kraków,2,0,,,2.0,0 , 3
 1935,Ruch Wielkie Hajduki,20,26,10.0,6.0,4.0,37 , 26
 1935,Pogoń Lwów,20,25,11.0,3.0,6.0,55 , 31
 1935,Warta Poznań,20,24,10.0,4.0,6.0,50 , 33
 1935,Wisła Kraków,20,23,10.0,3.0,7.0,51 , 38
 1935,Śląsk Świętochłowice,20,22,10.0,2.0,8.0,34 , 40
 1935,ŁKS Łódź,20,20,9.0,2.0,9.0,30 , 34
 1935,Garbarnia Kraków,20,19,7.0,5.0,8.0,37 , 31
 1935,Warszawianka,20,18,6.0,6.0,8.0,29 , 37
 1935,Legia Warszawa,20,18,8.0,2.0,10.0,32 , 46
 1935,Cracovia,20,17,6.0,5.0,9.0,34 , 34
 1935,Polonia Warszawa,20,8,3.0,2.0,15.0,18 , 57
 1990-91,Zagłębie Lubin,30,44,18.0,8.0,4.0,49 , 25
 1990-91,Górnik Zabrze,30,40,15.0,10.0,5.0,55 , 24
 1990-91,Wisła Kraków,30,40,13.0,14.0,3.0,52 , 26
 1990-91,GKS Katowice,30,39,16.0,7.0,7.0,33 , 26
 1990-91,Hutnik Kraków,30,37,14.0,9.0,7.0,53 , 34
 1990-91,Lech Poznań,30,33,10.0,13.0,7.0,49 , 28
 1990-91,Śląsk Wrocław,30,33,12.0,9.0,9.0,41 , 37
 1990-91,Olimpia Poznań,30,30,9.0,12.0,9.0,37 , 41
 1990-91,Legia Warszawa,30,28,8.0,12.0,10.0,24 , 24
 1990-91,Motor Lublin,30,28,10.0,8.0,12.0,33 , 38
 1990-91,ŁKS Łódź,30,28,11.0,6.0,13.0,25 , 36
 1990-91,Igloopol Dębica,30,26,7.0,12.0,11.0,29 , 45
 1990-91,Ruch Chorzów,30,25,7.0,11.0,12.0,25 , 35
 1990-91,Zawisza Bydgoszcz,30,23,8.0,7.0,15.0,27 , 41
 1990-91,Stal Mielec,30,16,3.0,10.0,17.0,25 , 49
 1990-91,Zagłębie Sosnowiec,30,10,2.0,6.0,22.0,21 , 69
